id,latitude,longitude,timestamp,x,y,x_distance,y_distance
0,40.42542,-86.928444,1519894800,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894815,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894830,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894845,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894860,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894875,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894890,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894905,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894920,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894935,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894950,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894965,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894980,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519894995,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895010,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895025,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895040,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895055,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895070,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895085,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895100,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895115,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895130,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895145,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895160,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895175,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895190,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895205,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895220,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895235,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895250,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895265,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895280,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895295,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895310,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895325,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895340,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895355,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895370,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895385,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895400,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895415,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895430,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895445,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895460,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895475,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895490,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895505,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895520,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895535,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895550,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895565,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895580,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895595,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895610,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895625,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895640,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895655,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895670,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895685,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895700,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895715,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895730,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895745,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895760,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895775,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895790,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895805,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895820,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519895835,15,55,129.5722164,566.8071637
0,40.425415,-86.92842,1519895850,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895865,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895880,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895895,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895910,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895925,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895940,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895955,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895970,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519895985,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519896000,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519896015,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519896030,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519896045,16,55,137.9317142,566.8071637
0,40.42541,-86.92842,1519896060,16,55,137.9317142,566.8071637
0,40.42542,-86.928444,1519896075,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896090,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896105,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896120,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896135,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896150,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896165,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896180,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896195,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896210,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896225,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896240,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896255,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896270,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896285,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896300,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896315,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896330,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896345,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896360,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896375,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896390,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896405,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896420,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896435,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896450,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896465,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896480,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896495,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896510,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896525,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896540,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896555,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896570,15,55,129.5722164,566.8071637
0,40.42542,-86.928444,1519896585,15,55,129.5722164,566.8071637
